test_id,smiles,nlogP
0,N=c1ccn([C@H]2CC[C@@H](COP(=O)=O)O2)c(O)n1,-0.23858381255909247
0,CN(Cc1cnc2nc(=N)[nH]c(O)c2n1)c1ccc(C(=O)O)cc1,-0.2396918088197708
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2CON=C2O)c1O,-0.24041305354663303
0,COc1ccc(S(=O)(=O)N(Cc2cccnc2)[C@@H](C)C(O)=NO)cc1,-0.24070278306802115
0,N=C(O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c1,-0.2410856251205717
0,C[C@@H](O)[C@H](NC(=O)c1ccc(C#Cc2ccccc2)cc1)C(O)=NO,-0.24238497018814087
0,O=C(O)C1=CN([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)CC=C1,-0.24339957535266876
0,CC1(C)S[C@H]([C@@H](C=O)N=C(O)Cc2cccs2)N[C@H]1C(=O)O,-0.24344003200531006
0,Cc1cn([C@H]2CC[C@@H](COP(=O)(O)O)O2)c(=O)nc1O,-0.2442736029624939
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2C=C[C@H](O)[C@H](O)C2)c1O,-0.2444925159215927
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H](C)c2ccccc2)c1O,-0.24472889304161072
0,Cc1ncc(COP(=O)(O)O)c(CN[C@H]2CCCc3ccccc32)c1O,-0.24482817947864532
0,Cn1c(=O)c2c(nc(N3CCC[C@@H](O)C3)n2Cc2ccccc2)n(C)c1=O,-0.24497298896312714
0,N[C@@H](Cn1ccc(=O)n(Cc2ccccc2)c1=O)C(=O)O,-0.24519366025924683
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2CCC[C@H]2C(=O)O)c1O,-0.24556472897529602
0,COc1ccc(S(=O)(=O)N(Cc2cccnc2)[C@H](C)C(=O)O)cc1,-0.24585384875535965
0,Cc1ncc(COP(=O)(O)O)c(CN[C@H](C)CC(=O)O)c1O,-0.2462199330329895
0,N=c1nc(O)c2c(CCc3ccc(C(=O)O)cc3)c[nH]c2[nH]1,-0.24677249044179916
0,CC(C)(C)C(O)=N[C@@H](C(O)=NO)c1ccc(-n2cccn2)cc1,-0.24755673110485077
0,C#Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)nc1O,-0.24802641570568085
0,CN(C)c1cccc2c(S(=O)(=O)NCCCCCCCCC(=O)O)cccc12,-0.2488873451948166
0,C#Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)nc1O,-0.24988019466400146
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2CON(c3ccccc3)C2)c1O,-0.2501527667045593
0,COc1ccc(S(=O)(=O)N(Cc2cccnc2)[C@@H](C)C(=O)O)cc1,-0.25047218302885693
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2CCCc3ccccc32)c1O,-0.2507861852645874
0,CC(C)(C)C(O)=N[C@@H](C(O)=NO)c1ccc(-c2ccsc2)cc1,-0.2511146366596222
0,CC(C)(C)OC(O)=N[C@H](C(O)=NO)c1ccc(-n2cccn2)cc1,-0.25237834950288135
0,CC1(C)S[C@@H]([C@@H](C=O)N=C(O)Cc2cccs2)N[C@H]1C(=O)O,-0.25353217124938965
0,COc1cc2c(cc1O)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OS(N)(O)O)CC[C@@H]12,-0.2540084719657898
0,CC1(C)S[C@@H]([C@@H](C=O)N=C(O)c2ccccc2)N[C@H]1C(=O)O,-0.25484320521354675
0,Cc1ncc(COP(=O)(O)O)c(/C=N/[C@@H]2CCCC[C@H]2C(=O)O)c1O,-0.25486984848976135
0,CN(C)c1cccc2c(S(=O)(=O)NCCCCC(=O)O)cccc12,-0.25558504462242126
0,CCN=C(O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,-0.25609198212623596
0,N=C(O)C1=CN([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)CC=C1,-0.25635243207216263
0,Cc1ncc(COP(=O)(O)O)c(CNC2(C(=O)O)CC2)c1O,-0.2567564969261487
0,CN(C)c1cccc2c(S(=O)(=O)O)cc(CCC(=O)O)nc12,-0.2571069002151489
0,N=c1nc(O)c2c([nH]1)C(CN1C[C@H](CO)[C@@H](O)C1)C=N2,-0.25712759219683134
0,N=c1nc(O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)O)cc1)C2,-0.2571899116039276
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2C=CCC[C@H]2C(=O)O)c1O,-0.25731363147497177
0,CC1(C)S[C@@H]2[C@H](N=C(O)Cc3ccccc3)C(=O)N2[C@@H]1C(=O)O,-0.2574865221977234
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H](C)C(=O)O)c1O,-0.25819872692227364
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2C[C@H](C)[C@@H](O)[C@H]2O)c1O,-0.25821977853775024
0,Cc1ncc(COP(=O)(O)O)c(C/N=C2\CO[C@H](c3ccccc3)C2)c1O,-0.25855717062950134
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2CO[C@H](c3ccccc3)C2)c1O,-0.25874046981334686
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2COc3ccccc32)c1O,-0.25887546078725293
0,O=C(O)C1=CN([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)C=CC1,-0.25934064388275146
0,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)c2ccccc2)cc1,-0.2595462203025818
0,Cc1ncc(COP(=O)(O)O)c(C/N=C2\CCC[C@H](C(=N)O)C2)c1O,-0.2596319317817688
0,COc1ccc(S(=O)(=O)N(Cc2cccnc2)[C@@H](C(O)=NO)C2CC2)cc1,-0.259848952293396
0,CC(C)C[C@H](N=C(O)OCc1ccccc1)C(O)=N[C@@H](C)P(=O)(O)O,-0.26077377796173096
0,Cc1ncsc1-c1ccc(CN=C(O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C)O)cc1,-0.26082444190979004
0,CC(C)C[C@H](N)C(O)=N[C@@H](Cc1ccccc1)C(=O)O,-0.26111066341400146
0,Cc1nc2ccc(N=C(O)CCN=C(O)OC(C)(C)C)cc2s1,-0.26280322670936584
0,CN(C)c1ccc(O)c2c1C(=O)c1c(O)ccc(O)c1C2=O,-0.2629327178001404
0,Cc1ncc(C[n+]2csc(CCO)c2C)c(=N)[nH]1,-0.2631873515519229
0,N=C(O)C1=CN([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)C=CC1,-0.26364535093307495
0,C[C@@H](O)[C@H](NC(=O)c1ccc(C#CC#Cc2cccnc2)cc1)C(=O)O,-0.2638919949531555
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2CCCC[C@H]2C(=O)O)c1O,-0.26414890835682553
0,N=c1ccn([C@H]2CC[C@@H](CO)O2)c(O)n1,-0.2642179573220866
0,CC(O)=N[C@@H](Cc1ccccc1)C(O)=N[C@@H](Cc1ccccc1)P(=O)(O)O,-0.26491811871528625
0,Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)nc1O,-0.26532767713069916
0,COc1ccc2c(c1)cc(C(O)=N[C@H](C)c1ccccn1)n2CC(=O)O,-0.2657809555530548
0,CC(C)(C)OC(O)=N[C@@H](C(O)=NO)c1ccc(-c2ccccc2)cc1,-0.2657848596572876
0,Cc1ncc(COP(=O)(O)O)c(CNC2=c3ccccc3=C[C@H]2C)c1O,-0.265853613615036
0,CN(C)c1cccc2c(S(=O)(=O)NCCCCCCCC(=O)O)cccc12,-0.2658673942089081
0,CC(C)(C)C(O)=N[C@@H](C(O)=NO)c1ccc(-c2ccccc2)cc1,-0.2660735547542572
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2C=C[C@H](C(=O)O)C2)c1O,-0.26624155789613724
0,Cc1ncc(COP(=O)(O)O)c(C/N=C2\CC[C@H](C(=N)O)C2)c1O,-0.2664341330528259
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2C=CC[C@H](C(=O)O)C2)c1O,-0.26681655645370483
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2COC[C@H]2c2ccccc2)c1O,-0.2668682038784027
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H](C)CCc2ccccc2)c1O,-0.2669558823108673
0,Cc1ncc(COP(=O)(O)O)c(C/N=C2\CC[C@H](C(=O)O)C2)c1O,-0.26712676882743835
0,CN(C)c1cccc2c(S(=O)(=O)O)cccc12,-0.26738202571868896
0,COc1ccc(S(=O)(=O)N(Cc2cccs2)C[C@@H](O)CO)cc1,-0.267389714717865
0,CC(O)=N[C@H]1[C@H]([C@H](O)[C@H](O)CN)OC(C(=O)O)=C[C@@H]1O,-0.26754704117774963
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2CCOC2)c1O,-0.26774877309799194
0,Cc1ncc(COP(=O)(O)O)c(CNC2=c3ccccc3=NC2)c1O,-0.2681635618209839
0,CN(C)c1cccc2c(S(=O)(=O)NCCCCCCC(=O)O)cccc12,-0.268575519323349
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2C[C@H](O)[C@@H](O)[C@H]2O)c1O,-0.26873624324798584
0,Cc1ncc(COP(=O)(O)O)c(C/N=C2/C[C@@H](C)C[C@@H](C)C2)c1O,-0.269180029630661
0,CC(O)=N[C@@H](Cc1ccccc1)C(O)=N[C@@H](Cc1ccc(O)cc1)C(=O)O,-0.269242525100708
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2CCCC[C@H]2N=C(O)O)c1O,-0.26982441544532776
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2C[C@H](CO)[C@@H](O)C2)c1O,-0.2700420916080475
0,O=[N+]([O-])c1ccc([C@@H](O)[C@@H](CO)N=C(O)C2CC2)cc1,-0.27012989670038223
0,Cc1ncc(COP(=O)(O)O)c(C/N=C2\CON=C2O)c1O,-0.2701927423477173
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2CCCC[C@H]2O)c1O,-0.2704859972000122
0,C[C@@H](O)[C@H](NC(=O)c1ccc(C#CC#Cc2ccccc2)cc1)C(=O)O,-0.27052295207977295
0,CN(C)c1cccc2c(S(=O)(=O)NCCCCCCCC(O)=NO)cccc12,-0.2712935507297516
0,Cc1ncc(COP(=O)(O)O)c(C/N=C2\CC[C@@H](C(=O)O)C2)c1O,-0.27153846621513367
0,CN(C)c1cccc2c(S(=O)(=O)NCCCCCCCCC(=O)O)ccnc12,-0.27208811044692993
0,CN(Cc1cnc2nc(=N)[nH]c(N)c2n1)c1ccccc1C(=O)O,-0.2721896469593048
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2CCCNC2)c1O,-0.2728897452354431
0,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)N=C(O)O)C(=O)c1ccncc1,-0.27295494079589844
0,Cc1ncc(COP(=O)(O)O)c(CNC2C[C@H](O)[C@@H](O)C2)c1O,-0.27345389127731323
0,N=c1nc(O)c2c([nH]1)NC[C@H](CCc1ccc(C(=O)O)cc1)C2,-0.27375374734401703
0,CC(C)(C)C(O)=N[C@@H](C(O)=NO)c1ccc(-c2ccccn2)cc1,-0.27388712763786316
0,C#Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)C2(C)C)c(=O)nc1O,-0.2740030288696289
0,N=C(O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)C2O)c1,-0.27404358983039856
0,CC(C)(C)C(O)=N[C@@H](C(O)=NO)c1ccc(-c2cccs2)cc1,-0.2742694914340973
0,CC(O)=N[C@@H](Cc1ccccc1)C(O)=N[C@@H](Cc1ccccc1)C(=O)O,-0.27451883753140766
0,N=c1nc(O)c2c([nH]1)NC[C@H](CCc1ccc(C(=O)O)cc1)N2,-0.2746813992659251
0,CCOC(=O)c1c(C)nn(-c2ccc(N)cc2)c1C,-0.27472563087940216
0,COc1ccc(C[C@H](N=C(C)O)C(=O)O)cc1,-0.27520255744457245
0,CC(O)=N[C@@H](Cc1ccccc1)C(O)=N[C@@H](C)P(=O)(O)O,-0.27569982409477234
0,CC(C)(C)OC(O)=N[C@H](C(O)=NO)c1ccc(-c2ccccn2)cc1,-0.2759832292795181
0,N=c1ccn([C@H]2CC[C@@H](COP(=O)(O)O)C2)c(O)n1,-0.27629712224006653
0,COc1ccc(S(=O)(=O)N(Cc2cccnc2)[C@@H](C(O)=NO)C(C)C)cc1,-0.2763415575027466
0,N=c1nc(O)c2c([nH]1)C(CN1C[C@H](CO)[C@@H](O)C1)C=C2,-0.2769281603395939
0,CN(C)c1cccc2c(S(=O)(=O)O)ccnc12,-0.2771921267404276
0,Cc1ncc(COP(=O)(O)O)c(CNC2=C[C@H]3C[C@@H]3C=C2)c1O,-0.27719978243112564
0,CC(O)=N[C@@H](Cc1ccc(O)cc1)C(O)=N[C@@H](C)C(=O)O,-0.27739736437797546
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2C=C[C@H](O)C2)c1O,-0.2774231284856796
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2C=C[C@H](C(=O)O)CC2)c1O,-0.2783557176589966
0,Cc1ncsc1-c1ccc(CN=C(O)[C@@H]2C[C@@H](O)CN2C(=O)CO)c(Cl)c1,-0.2788583040237427
0,Cc1ncc(COP(=O)(O)O)c(CN[C@H]2CC[C@H](O)CC2)c1O,-0.27888332307338715
0,Cc1ncc(COP(=O)(O)O)c(CN[C@H]2CCCC[C@@H]2C(=O)O)c1O,-0.27920040488243103
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2COc3ccccc3C2)c1O,-0.27973826974630356
0,Cc1ncc(COP(=O)(O)O)c(CNC2(C(=N)O)CC2)c1O,-0.27974483370780945
0,N=C(O)c1ccc[n+]([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1,-0.28012486174702644
0,N=C(O)C1=CN([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C=CC1,-0.28012898564338684
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2CC[C@H](N)C2)c1O,-0.2803034633398056
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2CCNC2)c1O,-0.2803330322106679
0,N=c1nc(O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)O)cc1)N2,-0.28096966445446014
0,CN(C)c1cccc2c(S(=O)(=O)O)ccc(N(C)C)c12,-0.2811175733804703
0,Cc1ncsc1-c1ccc(CN=C(O)[C@@H]2C[C@@H](O)CN2C(=O)O)c(O)c1,-0.28114163875579834
0,Cc1ncc(COP(=O)(O)O)c(CNC2=c3ccccc3=C[C@H](C)C2)c1O,-0.2813785970211029
0,CN(C)c1cccc2c(S(=O)(=O)NCCCCCCCCO)ccnc12,-0.2815728783607483
0,Cc1ncc(COP(=O)(O)O)c(CNC2=Cc3ccccc3C2)c1O,-0.2817510962486267
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2COc3ccccc3[C@H]2C)c1O,-0.28221216797828674
0,CC1(C)[C@@H]2CC[C@@]1(C)[C@@H](N=C(O)c1cccc(O)c1O)C2,-0.28240513801574707
0,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)N=C(O)O)C(=O)c1cnc[nH]1,-0.28255996108055115
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2C[C@H](C)[C@@H](O)C2)c1O,-0.28264833688735963
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2C[C@H](C)C[C@H](C)C2)c1O,-0.28268927335739136
0,COc1ccc(S(=O)(=O)N(Cc2cccnc2)C[C@@H](O)CN)cc1,-0.2829546481370926
0,C[C@@H](C(=O)N1CCOCC1)N1CC[C@H](c2ccc(Cl)c(Cl)c2)C1,-0.28299248218536377
0,N=C(O)c1ccc[n+]([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c1,-0.28349512815475464
0,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)NO)cc1,-0.28355613350868225
0,N=C(O)C1=CN([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)CCC1,-0.28404510021209717
0,Cc1ncc(COP(=O)(O)O)c(CN[C@H]2C[C@H](O)[C@@H](C)O2)c1O,-0.28428006172180176
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2CON=C2c2ccccc2)c1O,-0.28452450037002563
0,Cc1ncc(COP(=O)(O)O)c(CN[C@H]2CC[C@@H](N)CC2)c1O,-0.28453901410102844
0,Cc1ncc(COP(=O)(O)O)c(/C=N/[C@@H]2CCC[C@H]2C(=O)O)c1O,-0.2847507894039154
0,Cc1ncsc1-c1ccc(CN=C(O)[C@@H]2C[C@@H](O)CN2C(=O)O)cc1,-0.28476253151893616
0,CN(Cc1cnc2nc(=N)[nH]c(N)c2n1)c1ccc(O)c(O)c1,-0.2851387709379196
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2C[C@H](C)CC[C@H]2C)c1O,-0.28543907403945923
0,Cc1ncc(COP(=O)(O)O)c(CNC2=C[C@H](C)[C@@H](O)CC2)c1O,-0.2856745421886444
0,O=[N+]([O-])c1cc(O)c(O)c(C(O)=NC2CCCC2)c1,-0.28623056411743164
0,N=c1nc(O)c2c([nH]1)C(CN1C[C@H](O)[C@@H](O)C1)C=N2,-0.28631778433918953
0,O=[N+]([O-])c1ccc([C@@H](O)[C@@H](CO)N=C(O)C(Cl)Cl)cc1,-0.28647375106811523
0,O=[N+]([O-])c1cc(O)c(O)c(C(O)=NC2CCCCC2)c1,-0.2866322696208954
0,CC1(C)S[C@H]2[C@@H](OC(=O)[C@H]2N=C(O)Cc2ccccc2)[C@H]1O,-0.28724447190761565
0,CC(C)(C)OC(=O)N1CC[C@@]2(C1)C(O)=Nc1ccccc12,-0.2875523567199707
0,Cc1nc2ccc(N=C(O)CCNC(=O)c3ccc(Cl)s3)cc2s1,-0.28770723938941956
0,Cc1ncc(COP(=O)(O)O)c(CN=C2C[C@H]3C[C@@H]3C2)c1O,-0.28784148395061493
0,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@@H](N)Cc2ccccc2)cc1,-0.28841108083724976
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2CC[C@H](O)C2)c1O,-0.28860239684581757
0,Cc1ncc(COP(=O)(O)O)c(/C=N/[C@@H]2CCCNC2)c1O,-0.28973307013511657
0,Cc1ncsc1-c1ccc(CN=C(O)[C@@H]2C[C@@H](O)CN2C(=O)O)c(Cl)c1,-0.2899131178855896
0,CN(C)c1cccc2c(S(=O)(=O)NCCCCCCCCO)cccc12,-0.2900005280971527
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2CO[C@H](C)C2)c1O,-0.29009845001356943
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2C=C[C@H](O)[C@H](C)C2)c1O,-0.29017043113708496
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2COc3ccccc3N2)c1O,-0.29062047600746155
0,Cc1ncc(COP(=O)(O)O)c(C/N=C2\CO[C@H](C)C2)c1O,-0.2907884617646535
0,C[C@@H](O)[C@H](NC(=O)c1ccc(C#CC#Cc2cccs2)cc1)C(O)=NO,-0.29087141156196594
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2CNC[C@H]2O)c1O,-0.29093095660209656
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2CCC[C@H](O)C2)c1O,-0.29096144437789917
0,COc1ccc(S(=O)(=O)N(Cc2cccs2)C[C@@H](O)[C@H](C)CO)cc1,-0.2910280227661133
0,Cc1ncc(COP(=O)(O)O)c(C/N=C2\CC[C@H](C(C)C)C2)c1O,-0.2911835014820099
0,N=c1nc(O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)O)cc1)O2,-0.2915270924568176
0,CN(C)c1cccc2c(O)cc(C(=O)O)nc12,-0.291629821062088
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2COc3ccccc3[C@H]2O)c1O,-0.2917027026414871
0,CCN(CC)c1ccc2c(=O)c3ccc(N(CC)CC)cc3oc2c1,-0.29173585772514343
0,Cc1ncc(COP(=O)(O)O)c(CNC2C[C@H](C)[C@@H](C)C2)c1O,-0.29198238253593445
0,CC1(C)[C@@H]2CC[C@@]1(C)[C@@H](N=C(O)c1cccc(O)c1)C2,-0.2923886775970459
0,Cc1ncc(COP(=O)(O)O)c(CN=C2CCC(C)CC2)c1O,-0.2924147695302963
0,Cc1ncc(COP(=O)(O)O)c(C/N=C2\CCO[C@H](C)C2)c1O,-0.2925105094909668
0,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)CO)cc1,-0.2925160527229309
0,CC(C)C[C@H](N=C(O)OCc1ccccc1)C(=O)O,-0.29290246963500977
0,C[C@@H](O)[C@H](NC(=O)c1ccc(C#CC#Cc2ccccc2)s1)C(O)=NO,-0.29312703013420105
0,CC(O)=N[C@@H](Cc1ccccc1)C(O)=N[C@@H](C)C(=O)O,-0.2933370143175125
0,COc1ccc2c(c1)cc(C(O)=NS(C)(=O)=O)n2C[C@H](O)CO,-0.29352059960365295
0,Cc1ncc(COP(=O)(O)O)c(C/N=C2\CC[C@@H](C(C)C)C2)c1O,-0.2938084006309509
0,N=C(O)c1ccc[n+]([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c1,-0.29389487703641254
0,Cc1ncc(COP(=O)(O)O)c(CNC2=C[C@H]3C[C@@H]3C2)c1O,-0.29402730241417885
0,O=[N+]([O-])c1ccc([C@@H](O)CN=C(O)C2CC2)cc1,-0.2942272871732712
0,C[C@@H](C(=O)O)N1C(=O)c2ccccc2C1=O,-0.29446133971214294
0,N=c1nc(O)c2c([nH]1)C(CN1C[C@H](O)[C@@H](O)C1)C=C2,-0.294563215225935
0,Cc1ncsc1-c1ccc(CN=C(O)[C@@H]2C[C@@H](O)CN2)c(O)c1,-0.2947373390197754
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2CCCC[C@H]2N)c1O,-0.2948342338204384
0,Cc1ncc(COP(=O)(O)O)c(C/N=C2\C[C@H](C)N[C@H]2C)c1O,-0.2955656945705414
0,Cc1ncc(COP(=O)(O)O)c(CNC2=C[C@H](C)C[C@@H](C)C2)c1O,-0.2959001362323761
0,Cc1ncc(COP(=O)(O)O)c(CNC2=NC[C@H](C)[C@@H](C)C2)c1O,-0.29593661427497864
0,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](C)N)cc1,-0.29598119854927063
0,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](C)CO)cc1,-0.29598528146743774
0,C[C@@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1,-0.29666614532470703
0,Cc1ncc(COP(=O)(O)O)c(C/N=C2\CCC[C@H](C)C2)c1O,-0.2967011034488678
0,C#Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)nc1N,-0.29695819318294525
0,N=c1nc(O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)O)cc1)N2C=O,-0.2973265051841736
0,Cc1ncc(COP(=O)(O)O)c(CN[C@H]2CCCC[C@@H]2O)c1O,-0.29747122526168823
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2C[C@H](C)[C@@H](O)C[C@H]2C)c1O,-0.2974814176559448
0,C[C@@H](O)[C@H](NC(=O)c1ccc(C#CC#Cc2cccs2)cc1)C(=O)O,-0.2976413369178772
0,O=[N+]([O-])c1ccc([C@@H](O)[C@@H](CO)N=C(O)C2CCCCC2)cc1,-0.29785530269145966
0,C[C@@H](O)[C@H](NC(=O)c1ccc(C#Cc2ccccc2)cc1)C(=O)O,-0.2979428768157959
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2CO[C@H](c3ccccc3)[C@@H]2O)c1O,-0.29843538999557495
0,Cc1ncc(COP(=O)(O)O)c(CNC2=NC[C@H](C)CC2)c1O,-0.2998330891132355
0,Cc1ncc(COP(=O)(O)O)c(CNC2(C(=O)O)C[C@H]2C)c1O,-0.3008671998977661
0,CCN(CC)c1ccc2c(c1)Oc1cc(N(CC)CC)ccc1C2,-0.30086783071358997
0,N=c1nc(O)c2nc(CNc3ccc(C(=O)O)cc3)ccc2[nH]1,-0.3010677099227905
0,O=[N+]([O-])c1ccc([C@@H](O)[C@@H](CO)N=C(O)C2CCCC2)cc1,-0.3012091666460037
0,O=C(O)C1=CN([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)CCC1,-0.30170752108097076
0,COc1ccc2c(c1)cc(C(O)=NS(=O)(=O)C1CC1)n2CC(C)C,-0.30214864015579224
0,N=c1nc(O)c2c([nH]1)NC[C@H](CCc1ccc(C(=O)O)cc1)O2,-0.30237871408462524
0,Cc1ncc(C[n+]2csc(CCOP(=O)(O)O)c2C)c(C)c1O,-0.3024747222661972
0,Cc1ncc(COP(=O)(O)O)c(CNC2=C[C@H]3C[C@@H](C2)C3)c1O,-0.3027322590351105
