SMILES,Sweetness_Label
CC1=CCCCC1,1
COCC1(OC2OC(CO)C(O)C(O)C2O)OC(CO)C(O)C1O,1
CC1=C(C)CC(C(=O)O)(S(=O)(=O)c2ccccc2)C(C)C1,1
CC1=C(C)CC(C(=O)O)(S(=O)(=O)c2ccccc2)CC1,1
CC1=CCC(C(=O)O)(S(=O)(=O)c2ccccc2)C(C)C1,1
CC1=CCC(C(=O)O)(S(=O)(=O)c2ccccc2)CC1,1
O=C(O)c1ccccc1C(=O)c1ccc(O)c(O)c1,1
COc1c(O)cc2c(c1O)C(=O)C(O)C(c1ccc(O)c(O)c1)O2,1
COc1c(O)cc2c(c1O)C(=O)C(OC(C)=O)C(c1ccc(O)c(O)c1)O2,1
COc1ccc(C(=O)c2ccccc2C(=O)O)cc1O,1
COc1ccc(OCc2ccccc2C(=O)O)cc1O,1
COc1ccc(C2OC(=O)c3ccccc3O2)cc1O,1
COc1ccc(C2Oc3ccccc3O2)cc1O,1
COc1ccc(C2OC(=O)c3ccccc3S2)cc1O,1
COc1ccc(C2Oc3ccccc3S2)cc1O,1
COc1ccc(C2CSc3ccccc3S2)cc1O,1
COc1ccc(C2CSc3cc(O)ccc3O2)cc1O,1
COc1ccc(C2CSc3ccccc3O2)cc1O,1
COc1ccc(C2CS(=O)(=O)c3ccccc3O2)cc1O,1
COc1ccc(C2SCc3c(O)cccc3S2)cc1O,1
COc1ccc(C2OCc3c(O)cccc3S2)cc1O,1
COc1ccc(C2CCc3ccccc3S2)cc1O,1
COc1ccc(C2SCc3ccccc3S2)cc1O,1
COc1ccc(C2Sc3ccccc3S2)cc1O,1
COc1ccc(C2Oc3ccccc3CS2)cc1O,1
COc1ccc(C2OCc3ccccc3S2)cc1S,1
O=C(O)c1ccccc1C(=O)c1ccc(Cl)cc1,1
CCOc1ccc(C(=O)c2ccccc2C(=O)O)cc1,1
CCc1ccc(S(=O)(=O)C(C(=O)O)C(C)C)cc1,1
O=C(O)c1ccccc1C(=O)c1ccc(O)cc1,1
COc1ccc(C(=O)c2ccccc2C(=O)O)cc1,1
COc1ccc(S(=O)c2ccccc2C(=O)O)cc1,1
Cc1ccc(C(=O)c2ccccc2C(=O)O)cc1,1
Cc1ccc(S(=O)(=O)C(C(=O)O)C(C)C)cc1,1
CCC(C)C(C(=O)O)S(=O)(=O)c1ccccc1,1
CC1(C)CC1(C(=O)O)S(=O)(=O)c1ccc(O)cc1,1
CCOc1ccc(CCC(=O)c2ccccc2O)cc1O,1
COc1ccc(CCC(=O)c2ccccc2O)cc1O,1
COc1ccc(CCC(=O)c2c(O)cc(O)c(C(=O)O)c2O)cc1O,1
O=S(=O)([O-])Nc1cc(C(F)(F)F)nc(C(F)(F)F)c1,1
CC(C)(OCC(=O)O)C1CC=C(C=NO)CC1,1
O=C(Oc1ccc([N+](=O)[O-])cc1)Oc1cc(C2OCc3ccccc3S2)ccc1O,1
COc1ccc(C2OCc3ccccc3O2)cc1OC(=O)Nc1ccc([N+](=O)[O-])cc1,1
COc1ccc(C2OCc3ccccc3S2)cc1OC(=O)Nc1ccc([N+](=O)[O-])cc1,1
O=C(COc1cccc(C2OCc3ccccc3S2)c1)c1ccc([N+](=O)[O-])cc1,1
CN(C)c1ccc(C(=O)c2ccccc2C(=O)O)cc1,1
CC(C)OC(=O)C(C)NC(=O)C(N)C(=O)O,1
Nc1ccccc1C(=O)O,1
O=C(O)CNC(=Nc1ccc(Cl)nc1)NC1CCCCCCC1,1
N#Cc1ccc(N=C(NCC(=O)O)NC2CCCCCCCC2)cn1,1
N#Cc1ccc(N=C(NCC(=O)O)NC2CCCCCCC2)cn1,1
N#Cc1ccc(N=C(NCC(=O)O)NC(c2ccccc2)c2ccco2)cn1,1
O=C(O)C(C1CCCC1)S(=O)(=O)c1ccccc1,1
CCOc1ccc(CCc2ccccc2)cc1O,1
COc1ccc(CC(=O)c2ccccc2O)cc1O,1
COc1ccc(CCCc2ccccc2)cc1O,1
COc1ccc(CSc2ccccc2)cc1O,1
COc1ccc(CCc2ccc3c(c2)OCO3)cc1O,1
COc1ccc(CCc2ccccc2OC)cc1O,1
COc1ccc(CCc2ccccc2C)cc1O,1
COc1cccc(CCc2ccc(OC)c(O)c2)c1,1
COc1ccc(CCc2cccc(C)c2)cc1O,1
CC=C(C)C,1
CC(NC(=Nc1ccc2ccccc2c1)NCC(=O)O)c1ccccc1,1
CC(C)C(C)(C(=O)O)S(=O)(=O)c1ccccc1,1
CC(C)C(C(=O)O)S(=O)(=O)c1ccccc1,1
CCC(C(=O)O)S(=O)(=O)c1ccccc1,1
CCOC(=O)c1ccc(NC(=S)NC(CC(=O)O)C(=O)NC(Cc2ccccc2)C(=O)OC)cc1,1
CCOC(=O)c1ccc(NC(=O)NC(CC(=O)O)C(=O)NC(Cc2ccccc2)C(=O)OC)cc1,1
CC(NC(=O)C(N)CC(=O)O)NC(=O)C12CC3CC(CC(C3)C1)C2,1
COc1ccc(C2OCc3ccccc3S2)c(C=Cc2ccc([N+](=O)[O-])cc2)c1O,1
N#Cc1ccc(NC(=O)NC(CC(=O)O)c2ccc3c(c2)OCO3)cc1,1
NC(=O)c1c(Br)cc(Br)c(CCC(=O)O)c1Br,1
COc1ccc(C2Cc3ccccc3CO2)cc1O,1
COc1ccc(CCC(=O)c2cccc(C(=O)O)c2)cc1O,1
COc1ccc(C2COc3ccccc3S2)cc1O,1
COc1ccc(C2COc3ccccc3C2)cc1O,1
Nc1cc(Cl)ccc1C(=O)CC(N)C(=O)O,1
Oc1cccc(C2OCc3ccccc3S2)c1,1
CC(C)(C)CCNS(=O)(=O)[O-],1
Oc1ccc(C2OCc3ccccc3S2)cc1O,1
CC(NC(=Nc1ccc2c(c1)OCO2)NCC(=O)O)c1ccccc1,1
O=S(=O)([O-])Nc1ncc(Br)cc1Br,1
CC(NC(=Nc1cc(Cl)cc(Cl)c1)NCC(=O)O)c1ccccc1,1
O=C(O)CNC(=Nc1cc(Cl)cc(Cl)c1)NCc1ccccc1,1
CC(NC(=Nc1cc(Cl)cc(Cl)c1)NCC(=O)O)C1CCCCC1,1
O=C(O)CNC(=Nc1cc(Cl)cc(Cl)c1)NC1CCCCCCC1,1
O=C(O)CNC(=Nc1cc(Cl)cc(Cl)c1)NCC1CCCCC1,1
O=C(O)CNC(=Nc1cc(Cl)cc(Cl)c1)Nc1cccc2ccccc12,1
O=C(O)CNC(=Nc1cc(Cl)cc(Cl)c1)NC1CCCCCC1,1
CCCCC(C)NC(=Nc1cc(Cl)cc(Cl)c1)NCC(=O)O,1
O=C(O)CNC(=Nc1cc(Cl)cc(Cl)c1)Nc1cc(Cl)cc(Cl)c1,1
CCOc1ccc(C2CC(=O)c3c(O)cccc3O2)cc1O,1
COc1ccc(C2CC(=O)c3c(O)cccc3O2)cc1O,1
CCCOc1ccc(C2CC(=O)c3c(O)cccc3O2)cc1O,1
CCOC(=O)C(NC(=O)C(CC(=O)O)NC(=O)Nc1ccc([N+](=O)[O-])cc1)C(=O)OCC,1
COC(=O)C(NC(=O)C(CC(=O)O)NC(=O)Nc1ccc([N+](=O)[O-])cc1)C(=O)OC,1
COC(=O)C(NC(=O)C(CC(=O)O)NC(=O)Nc1ccc([N+](=O)[O-])cc1)C1CCCCC1,1
CCOC(=O)C(C)NC(=O)C(CC(=O)O)NC(=O)Nc1ccc([N+](=O)[O-])cc1,1
COC(=O)c1ccc(NC(=O)NC(CC(=O)O)C(=O)NC(Cc2ccccc2)C(=O)OC)cc1,1
CNS(=O)(=O)c1ccc(NC(=O)NC(CC(=O)O)C(=O)NC(Cc2ccccc2)C(=O)OC)cc1,1
COC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=S)Nc1ccc([N+](=O)[O-])cc1,1
COC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)Nc1ccc([N+](=O)[O-])cc1,1
CCCCC(NC(=O)C(CC(=O)O)NC(=O)Nc1ccc([N+](=O)[O-])cc1)C(=O)OC,1
CCCC(NC(=O)C(CC(=O)O)NC(=O)Nc1ccc([N+](=O)[O-])cc1)C(=O)OC,1
COC(=O)C(C)NC(=O)C(CC(=O)O)NC(=O)Nc1ccc([N+](=O)[O-])cc1,1
COC(=O)C(CC1CCCCC1)NC(=O)C(CC(=O)O)NC(=O)Nc1ccc([N+](=O)[O-])cc1,1
O=C(O)CCNC(=O)Oc1ccc([N+](=O)[O-])cc1,1
COC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)Nc1ccc(C(C)=O)cc1,1
NC(=O)c1ccc(NC(=O)NC(CC(=O)O)c2cccc(O)c2)cc1,1
NC(=O)c1ccc(NC(=O)NC(CC(=O)O)c2cccnc2)cc1,1
CC(NC(=O)C(CC(=O)O)NC(=S)Nc1ccc(C#N)cc1)C(=O)NC(C1CC1)C1CC1,1
CC(NC(=O)C(CC(=O)O)NC(=S)Nc1ccc(C#N)cc1)c1ccccc1,1
N#Cc1ccc(NC(=S)NC(CC(=O)O)c2ccccc2)cc1,1
CC(NC(=O)C(CC(=O)O)NC(=O)Nc1ccc(C#N)cc1)C(=O)NC(C1CC1)C1CC1,1
N#Cc1ccc(NC(=O)NC(CC(=O)O)c2ccc3c(c2)CCC3)cc1,1
N#Cc1ccc(NC(=O)NC(CC(=O)O)c2ccccc2[N+](=O)[O-])cc1,1
N#Cc1ccc(NC(=O)NC(CC(=O)O)c2cccc(O)c2)cc1,1
COc1cccc(C(CC(=O)O)NC(=O)Nc2ccc(C#N)cc2)c1,1
N#Cc1ccc(NC(=O)NC(CC(=O)O)c2cccc([N+](=O)[O-])c2)cc1,1
CCc1ccc(C(CC(=O)O)NC(=O)Nc2ccc(C#N)cc2)cc1,1
N#Cc1ccc(NC(=O)NC(CC(=O)O)c2ccc(O)cc2)cc1,1
COc1ccc(C(CC(=O)O)NC(=O)Nc2ccc(C#N)cc2)cc1,1
N#Cc1ccc(NC(=O)NC(CC(=O)O)c2ccc([N+](=O)[O-])cc2)cc1,1
N#Cc1ccc(NC(=O)NC(CC(=O)O)c2ccc3ccccc3c2)cc1,1
N#Cc1ccc(NC(=O)NC(CC(=O)O)c2cnc3ccccc3c2)cc1,1
COC(=O)C(NC(=O)C(CC(=O)O)NC(=O)Nc1ccc(C#N)cc1)C(F)(F)F,1
COC(=O)C(C)NC(=O)C(CC(=O)O)NC(=O)Nc1ccc(C#N)cc1,1
CC(NC(=O)C(CC(=O)O)NC(=O)Nc1ccc(C#N)cc1)c1ccccc1,1
COC(=O)C(NC(=O)C(CC(=O)O)NC(=O)Nc1ccc(C#N)cc1)c1ccccc1,1
COC(=O)C(CO)NC(=O)C(CC(=O)O)NC(=O)Nc1ccc(C#N)cc1,1
CCCOC(=O)C(CO)NC(=O)C(CC(=O)O)NC(=O)Nc1ccc(C#N)cc1,1
COC(=O)C(NC(=O)C(CC(=O)O)NC(=O)Nc1ccc(C#N)cc1)C(=O)OC1C2(C)CCC(C2)C1(C)C,1
N#Cc1ccc(NC(=O)NC(CC(=O)O)Cc2ccccc2)cc1,1
N#Cc1ccc(NC(=O)NC(CCc2ccccc2)CC(=O)O)cc1,1
COC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)Nc1ccc(F)cc1,1
CCCOC(=O)C(C)NC(=O)C(CC(=O)O)NC(=O)Nc1ccc([N+](=O)[O-])cc1,1
NC(=O)c1ccc(NC(=O)NC(CC(=O)O)c2cccnc2)cn1,1
NC(=O)c1ccc(NC(=O)NC(CC(=O)O)c2ccccc2)cn1,1
N#Cc1ccc(NC(=O)NC(CC(=O)O)c2cccnc2)cn1,1
CC(=O)OCC(NC(=O)C(N)CC(=O)O)C(C)O,1
CC(=O)OCC(CO)NC(=O)C(N)CC(=O)O,1
CC(=O)OCC(NC(=O)C(N)CC(=O)O)C(C)C,1
CCCC(COC(C)=O)NC(=O)C(N)CC(=O)O,1
CC(=O)OCC(C)NC(=O)C(N)CC(=O)O,1
CC(=O)OCCNC(=O)C(N)CC(=O)O,1
COC(=O)C(COC(C)=O)NC(=O)C(N)CC(=O)O,1
CC(NC(=O)C(N)CC(=O)O)C(=O)NC(C)(C1CC1)C1CC1,1
CC(NC(=O)C(N)CC(=O)O)C(=O)NC(C)(C(C)(C)C)C(C)(C)C,1
CC(NC(=O)C(N)CC(=O)O)C(=O)NC1C(C)(C)S(=O)(=O)C1(C)C,1
CC(NC(=O)C(N)CC(=O)O)C(=O)NC1C(C)(C)S(=O)C1(C)C,1
CC(NC(=O)C(N)CC(=O)O)C(=O)NC1C(C)(C)CC1(C)C,1
CC(NC(=O)C(N)CC(=O)O)C(=O)NC1C(C)(C)CCCC1(C)C,1
CC(COC(=O)C(C)(C)C)NC(=O)C(N)CC(=O)O,1
CC(NC(=O)C(N)CC(=O)O)C(=O)NC(C)(C(C)C)C(C)C,1
CC(NC(=O)C(N)CC(=O)O)NC(=O)C1C(C)CCCC1C,1
COC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1C(C)CCCC1C,1
CC(NC(=O)C(N)CC(=O)O)C(=O)NC(C)(C1CC1)C(C)(C)C,1
CC(NC(=O)C(N)CC(=O)O)C(=O)NC(C)(C)C1CC1,1
CCC(CC)C(=O)OCC(C)NC(=O)C(N)CC(=O)O,1
CCC(C)C(=O)OCC(C)NC(=O)C(N)CC(=O)O,1
C=C(C)C(=O)OCC(C)NC(=O)C(N)CC(=O)O,1
CCC(COC(=O)C(C)C)NC(=O)C(N)CC(=O)O,1
CC(COC(=O)C(C)C)NC(=O)C(N)CC(=O)O,1
CC(NC(=O)C(N)CC(=O)O)C(=O)NC1C(C)(C)C(O)C1(C)C,1
CC(C)CC(=O)OCC(C)NC(=O)C(N)CC(=O)O,1
CCC(C)(CC)NC(=O)C(C)NC(=O)C(N)CC(=O)O,1
CCOC(=O)OC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC,1
CCOC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CCCCC1C,1
CCC(C)C(=O)OCC(CO)NC(=O)C(N)CC(=O)O,1
CC(C)C(=O)OCC(CO)NC(=O)C(N)CC(=O)O,1
CC(C)CC(=O)OCC(CO)NC(=O)C(N)CC(=O)O,1
COC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CC(C)CC(C)(C)C1,1
COC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CCCCC1C,1
COC(=O)C(COC(=O)C(C)C)NC(=O)C(N)CC(=O)O,1
COC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CCCC(C)C1,1
COC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CCC(C)CC1,1
CC(C)C(=O)OCCNC(=O)C(N)CC(=O)O,1
CC(C)CC(=O)OCCNC(=O)C(N)CC(=O)O,1
COC(=O)C(COC(=O)C(C)(C)C)NC(=O)C(N)CC(=O)O,1
CC(C)C(=O)OCC(NC(=O)C(N)CC(=O)O)C(C)C,1
COC(=O)CCC(NC(=O)C(N)CC(=O)O)C(=O)OC,1
COC(=O)C(C)CC(NC(=O)C(N)CC(=O)O)C(=O)OC,1
CCOC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC(=O)OC(C)(C)C,1
CCCCOC(=O)C(C)NC(=O)C(N)CC(=O)O,1
CCCCOC(=O)C(CO)NC(=O)C(N)CC(=O)O,1
CC(CC1CCCCC1)NC(=O)C(N)CC(=O)O,1
CCCCC(NC(=O)C(N)CC(=O)O)C(=O)OCC,1
CCOC(=O)C(NC(=O)C(N)CC(=O)O)C(C)O,1
CCOC(=O)C(CO)NC(=O)C(N)CC(=O)O,1
CC(NC(=O)C(N)CC(=O)O)C(O)c1ccccc1,1
COC(=O)C(NC(=O)C(N)CC(=O)O)C(C)c1ccccc1,1
CCC(NC(=O)C(N)CC(=O)O)C(=O)OC,1
CCCCCC(NC(=O)C(N)CC(=O)O)C(=O)OC,1
CCCCC(NC(=O)C(N)CC(=O)O)C(=O)OC,1
CCCCCCC(NC(=O)C(N)CC(=O)O)C(=O)OC,1
CCCC(NC(=O)C(N)CC(=O)O)C(=O)OC,1
COC(=O)C(CCC(C)C)NC(=O)C(N)CC(=O)O,1
CCCOC(=O)C(CC)NC(=O)C(N)CC(=O)O,1
CCCOC(=O)C(CCC)NC(=O)C(N)CC(=O)O,1
CC(COc1ccccc1)NC(=O)C(N)CC(=O)O,1
CC(C)(Cc1ccccc1)NC(=O)C(N)CC(=O)O,1
CCCOC(=O)CNC(=O)C(N)CC(=O)O,1
COC(=O)C(NC(=O)C(N)CC(=O)O)C(C)O,1
CCCC(O)C(NC(=O)C(N)CC(=O)O)C(=O)OC,1
COC(=O)C(CO)NC(=O)C(N)CC(=O)O,1
CCCOC(=O)C(NC(=O)C(N)CC(=O)O)C(C)O,1
CCCOC(=O)C(CO)NC(=O)C(N)CC(=O)O,1
CCCCCC(C)C(C)NC(=O)C(N)CC(=O)O,1
CCOC(=O)CC(NC(=O)C(N)CC(=O)O)C(=O)OC,1
CCOC(=O)CC(C)NC(=O)C(N)CC(=O)O,1
CCOCCC(C)NC(=O)C(N)CC(=O)O,1
COC(=O)CC(C)NC(=O)C(N)CC(=O)O,1
COC(=O)C(CCCNC(C)=O)NC(=O)C(N)CC(=O)O,1
CC(C)CCC(C)NC(=O)C(N)CC(=O)O,1
COC(=O)C(CCCCNC(C)=O)NC(=O)C(N)CC(=O)O,1
CCCCCC(C)NC(=O)C(N)CC(=O)O,1
CC(NC(=O)C(N)CC(=O)O)NC(=O)C1CC2CCC1C2,1
CC(NC(=O)C(N)CC(=O)O)NC(=O)C(C1CC1)C1CC1,1
CC(NC(=O)C(N)CC(=O)O)NC(=O)C(C)(C)C,1
CC(COC(=O)C1CCC1C)NC(=O)C(N)CC(=O)O,1
CC(COC(=O)C1CC1C)NC(=O)C(N)CC(=O)O,1
CC(Cc1ccc(O)cc1)NC(=O)C(N)CC(=O)O,1
CCCC(=O)OCC(CO)NC(=O)C(N)CC(=O)O,1
CCCC(=O)OCC(NC(=O)C(N)CC(=O)O)C(C)C,1
CCCC(=O)OCC(C)NC(=O)C(N)CC(=O)O,1
NC(CC(=O)O)C(=O)NC(CO)COC(=O)C1CCC1,1
CC(C)C(COC(=O)C1CCC1)NC(=O)C(N)CC(=O)O,1
CCC(COC(=O)C1CCC1)NC(=O)C(N)CC(=O)O,1
CC(COC(=O)C1CCC1)NC(=O)C(N)CC(=O)O,1
CC(NC(=O)C(N)CC(=O)O)C(=O)NC1CCCCC1,1
CC(NC(=O)C(N)CC(=O)O)NC(=O)C1CCCCC1,1
CCOC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CCCCC1,1
NC(CC(=O)O)C(=O)NC(CO)C(=O)OC1CCCCC1,1
COC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CCCCC1,1
NC(CC(=O)O)C(=O)NC(CO)COC(=O)C1CCCC1,1
CC(COC(=O)C1CCCC1)NC(=O)C(N)CC(=O)O,1
CC(NC(=O)C(N)CC(=O)O)NC(=O)C1CCCC1,1
CCOC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CCCC1,1
COC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CCCC1,1
NC(CC(=O)O)C(=O)NC(CO)COC(=O)C1CC1,1
CC(C)C(COC(=O)C1CC1)NC(=O)C(N)CC(=O)O,1
CCC(COC(=O)C1CC1)NC(=O)C(N)CC(=O)O,1
CC(COC(=O)C1CC1)NC(=O)C(N)CC(=O)O,1
CCCCC(=O)OCC(C)NC(=O)C(N)CC(=O)O,1
CC(NC(=O)c1ccccc1)NC(=O)C(N)CC(=O)O,1
C=CC(=O)OCC(C)NC(=O)C(N)CC(=O)O,1
CCC(=O)OCC(CC)NC(=O)C(N)CC(=O)O,1
CCC(=O)OCC(C)NC(=O)C(N)CC(=O)O,1
CCOC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC(C)(C)C,1
COC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC(C)(C)C,1
CCOC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1C2(C)CCC(C2)C1(C)C,1
NC(CC(=O)O)C(=O)NC(CO)Cc1ccc(O)cc1,1
CCC(=O)OCC(CO)NC(=O)C(N)CC(=O)O,1
COC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CC2CCC1(C)C2(C)C,1
COC(=O)C(CSC(C)C)NC(=O)C(N)CC(=O)O,1
CCC(=O)OCC(NC(=O)C(N)CC(=O)O)C(=O)OC,1
CCCSCC(NC(=O)C(N)CC(=O)O)C(=O)OC,1
CCCCCOC(=O)C(C)NC(=O)C(N)CC(=O)O,1
CCC(NC(=O)C(N)CC(=O)O)C(=O)OC(C)C,1
CCCC(NC(=O)C(N)CC(=O)O)C(=O)OC(C)C,1
CC(C)OC(=O)C(C)NC(=O)C(N)CC(=O)O,1
CCCC(=O)OCCNC(=O)C(N)CC(=O)O,1
NC(CC(=O)O)C(=O)NCCOC(=O)C1CCC1,1
NC(CC(=O)O)C(=O)NCC(=O)OC1CCCCC1,1
NC(CC(=O)O)C(=O)NCCOC(=O)C1CC1,1
CCC(=O)OCCNC(=O)C(N)CC(=O)O,1
CC(C)OC(=O)C(C)CNC(=O)C(N)CC(=O)O,1
CCC(C)OC(=O)CCNC(=O)C(N)CC(=O)O,1
CCCC(=O)OCC(NC(=O)C(N)CC(=O)O)C(=O)OC,1
CC(CNC(=O)C(N)CC(=O)O)C(=O)OC1CCCCC1,1
NC(CC(=O)O)C(=O)NCCC(=O)OC1CCCCC1,1
CC(CNC(=O)C(N)CC(=O)O)C(=O)OC1CCCC1,1
NC(CC(=O)O)C(=O)NCCC(=O)OC1CCCC1,1
CCSCC(NC(=O)C(N)CC(=O)O)C(=O)OC,1
NC(CC(=O)O)C(=O)NCCCc1ccco1,1
COC(=O)C(COC(C)(C)C)NC(=O)C(N)CC(=O)O,1
CC(CNC(=O)C(N)CC(=O)O)C(=O)OC(C)(C)C,1
CC(C)(C)OC(=O)CCNC(=O)C(N)CC(=O)O,1
COC(=O)C(CSC(C)(C)C)NC(=O)C(N)CC(=O)O,1
CC(C)COC(=O)C(NC(=O)C(N)CC(=O)O)C(C)O,1
CC(C)COC(=O)C(CO)NC(=O)C(N)CC(=O)O,1
CCC(=O)OCC(NC(=O)C(N)CC(=O)O)C(C)O,1
CC(C)OC(=O)C(NC(=O)C(N)CC(=O)O)C(C)O,1
CC(C)OC(=O)C(CO)NC(=O)C(N)CC(=O)O,1
CCC(=O)OCC(NC(=O)C(N)CC(=O)O)C(C)C,1
CC(C)OC(=O)C(NC(=O)C(N)CC(=O)O)C(C)C,1
CCC(C)C(NC(=O)C(N)CC(=O)O)C(=O)OC(C)C,1
CCCC(C)OC(=O)CCNC(=O)C(N)CC(=O)O,1
CCC(CC)OC(=O)CCNC(=O)C(N)CC(=O)O,1
CC(C)OC(=O)CCNC(=O)C(N)CC(=O)O,1
CCC(C)OC(=O)CC(C)NC(=O)C(N)CC(=O)O,1
CC(CC(=O)OC1CCCCC1)NC(=O)C(N)CC(=O)O,1
COC(=O)C(CC(=O)OC(C)(C)C)NC(=O)C(N)CC(=O)O,1
CC(CC(=O)OC(C)(C)C)NC(=O)C(N)CC(=O)O,1
CC(CC(=O)OC(C)C)NC(=O)C(N)CC(=O)O,1
NC(CC(=O)O)C(=O)NCCC1CCCCC1,1
CCCCCCCNC(=O)C(N)CC(=O)O,1
CCCCCCNC(=O)C(N)CC(=O)O,1
CCOC(=O)C(C)NC(=O)C(N)CC(=O)O,1
NC(CC(=O)O)C(=O)NC(CO)Cc1ccccc1,1
COC(=O)CNC(=O)C(N)CC(=O)O,1
COC(=O)C(CC1CCCCC1)NC(=O)C(N)CC(=O)O,1
COC(=O)CCNC(=O)C(N)CC(=O)O,1
COC(=O)CCCNC(=O)C(N)CC(=O)O,1
CC(NC(=O)C(N)CC(=O)O)C(=O)NC1CCCC1,1
COC(=O)C(Cc1ccc(O)cc1)NC(=O)C(N)CC(=O)O,1
CC(Cc1ccc(F)cc1)NC(=O)C(N)CC(=O)O,1
NC(CC(=O)O)C(=O)NCCc1ccc(F)cc1,1
NC(CC(=O)O)C(=O)NCCc1ccc(O)cc1,1
CC(CCc1ccco1)NC(=O)C(N)CC(=O)O,1
N#Cc1ccc(Br)c(N)c1,1
N#Cc1ccc(Cl)c(N)c1,1
CCOc1ccc(C#N)cc1N,1
COc1ccc(C#N)cc1N,1
CC(Cc1ccccc1)NC(=O)C(N)CC(=O)O,1
NC(CC(=O)O)C(=O)NCCOc1ccccc1,1
CC(CCc1ccccc1)NC(=O)C(N)CC(=O)O,1
CCCOc1ccc(C#N)cc1N,1
Nc1cccc(C(=O)O)c1,1
N#Cc1cccc(N)c1,1
CC(=C(C)c1nc2c3ccccc3c(S(=O)(=O)[O-])cc2n1Nc1ccccc1)c1ccccc1,1
NC(=O)c1c(Br)cc(Br)c(C=CC(=O)O)c1Br,1
COc1ccc(COc2ccccc2)cc1O,1
COc1ccc(COC(=O)c2ccccc2O)cc1O,1
O=C1C(O)C(CO)OC(OC2(CO)OC(CO)C(O)C2O)C1O,1
COc1cc2c(cc1O)C1CCC3(C)CCCC3C1CC2,1
